,"A,B",A,B,DNA_max_Cfrac,AA_max_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
1118,"('negative_0.01_10', 'negative_0.01_84')",negative_0.01_10,negative_0.01_84,0.783066132264529,0.8781221787541378,7,0.018395770721548632,0.015935098404391,1.1544183948358662,0.39861083588503005,0.9884228641107541,0.9816042292784514
1119,"('negative_0.01_10', 'negative_0.01_85')",negative_0.01_10,negative_0.01_85,0.8032064128256513,0.8823352392416491,7,0.017724357543966618,0.013096897568513177,1.35332489631579,0.4672915561269768,0.9896188530020676,0.9822756424560334
1120,"('negative_0.01_10', 'negative_0.01_86')",negative_0.01_10,negative_0.01_86,0.8044088176352705,0.8808305747818237,7,0.017963831890842497,0.012650289449048224,1.4200332698469638,0.490325389139983,0.9896893487305993,0.9820361681091575
1121,"('negative_0.01_10', 'negative_0.01_87')",negative_0.01_10,negative_0.01_87,0.8092184368737475,0.8907613602166716,7,0.016389734050809235,0.013398497029653567,1.2232516837176184,0.422378384063931,0.989970331702665,0.9836102659491908
1122,"('negative_0.01_10', 'negative_0.01_88')",negative_0.01_10,negative_0.01_88,0.7835671342685371,0.8636773999398134,7,0.020718917348950483,0.013523714463107184,1.5320433898151191,0.5290015292186734,0.9884529686670764,0.9792810826510495
1123,"('negative_0.01_10', 'negative_0.01_89')",negative_0.01_10,negative_0.01_89,0.8007014028056112,0.8874510984050556,7,0.016912754554771592,0.014340884302673329,1.1793383307345162,0.40721547742851005,0.9894716635193372,0.9830872454452284
1124,"('negative_0.01_10', 'negative_0.01_90')",negative_0.01_10,negative_0.01_90,0.7872745490981964,0.8660848630755341,7,0.020329424775744065,0.013261749676579448,1.5329368500784095,0.5293100334351459,0.988675174315059,0.9796705752242559
1125,"('negative_0.01_10', 'negative_0.01_91')",negative_0.01_10,negative_0.01_91,0.8027054108216433,0.8991874811916942,7,0.015065888306222797,0.01584175099575813,0.9510241835171451,0.32838054767183933,0.9895894501139773,0.9849341116937772
1126,"('negative_0.01_10', 'negative_0.01_92')",negative_0.01_10,negative_0.01_92,0.7922845691382766,0.8708997893469757,7,0.019553215577556404,0.013161776168256312,1.485606146738388,0.5129671448379187,0.9889738741352202,0.9804467844224436
1127,"('negative_0.01_10', 'negative_0.01_93')",negative_0.01_10,negative_0.01_93,0.7944889779559118,0.8910622931086368,7,0.016342269384732377,0.015988705694201855,1.0221133403349052,0.3529270278286444,0.9891047325689283,0.9836577306152676
1128,"('negative_0.01_10', 'negative_0.01_94')",negative_0.01_10,negative_0.01_94,0.7849699398797595,0.8727053866987662,7,0.019263085237906874,0.01473273910661943,1.3075019586311656,0.45146928616412446,0.9885371640019671,0.9807369147620931
1129,"('negative_0.01_10', 'negative_0.01_95')",negative_0.01_10,negative_0.01_95,0.7963927855711422,0.8739091182666265,7,0.019069950722963802,0.012930107867983875,1.474848540914553,0.5092526352036798,0.989217468691341,0.9809300492770362
1130,"('negative_0.01_10', 'negative_0.01_96')",negative_0.01_10,negative_0.01_96,0.7750501002004008,0.8724044538068011,7,0.01931140454244873,0.016437883708788736,1.1748108749621842,0.4056521855250591,0.9879386800185006,0.9806885954575513
1131,"('negative_0.01_10', 'negative_0.01_97')",negative_0.01_10,negative_0.01_97,0.8,0.8772193800782425,7,0.01854000410266099,0.012834909970341757,1.4444981807821222,0.49877291444046373,0.9894303718727695,0.981459995897339
1132,"('negative_0.01_10', 'negative_0.01_98')",negative_0.01_10,negative_0.01_98,0.7927855711422845,0.8796268432139633,7,0.018155663959605328,0.014471970926171362,1.2545398309757734,0.43318191473154505,0.9890036451096205,0.9818443360403947
1133,"('negative_0.01_10', 'negative_0.01_99')",negative_0.01_10,negative_0.01_99,0.8076152304609219,0.8802287089978935,7,0.01805971981795873,0.01200333941358711,1.504557956389714,0.5195110432377039,0.9898768478474841,0.9819402801820413
1134,"('negative_0.01_11', 'negative_0.01_12')",negative_0.01_11,negative_0.01_12,0.7681362725450902,0.8606680710201625,7,0.021207093847617986,0.01577571687226953,1.3442871737192306,0.4641709075174025,0.9875172251117433,0.978792906152382
1135,"('negative_0.01_11', 'negative_0.01_13')",negative_0.01_11,negative_0.01_13,0.7661322645290581,0.8616125150421179,7,0.021053727826505275,0.01628840445812252,1.292559248552208,0.44630969568843054,0.9873943888218433,0.9789462721734947
1136,"('negative_0.01_11', 'negative_0.01_14')",negative_0.01_11,negative_0.01_14,0.780060120240481,0.8745109840505567,7,0.0189734689596871,0.015887842515432626,1.1942130557536215,0.4123515932422818,0.9882418506358509,0.9810265310403129
1137,"('negative_0.01_11', 'negative_0.01_15')",negative_0.01_11,negative_0.01_15,0.7609218436873747,0.8417569193742479,7,0.024308806722161513,0.013971346012351282,1.73990442300058,0.6007741729643258,0.987073576636652,0.9756911932778385
1138,"('negative_0.01_11', 'negative_0.01_16')",negative_0.01_11,negative_0.01_16,0.7895791583166333,0.8724044538068011,7,0.01931140454244873,0.013876134068839141,1.3916991898929019,0.48054187274328897,0.9888128004001698,0.9806885954575513
1139,"('negative_0.01_11', 'negative_0.01_17')",negative_0.01_11,negative_0.01_17,0.7744488977955912,0.8606680710201625,7,0.021207093847617986,0.014649081993082569,1.447673912783898,0.4998694676428706,0.9879021741993974,0.978792906152382
1140,"('negative_0.01_11', 'negative_0.01_18')",negative_0.01_11,negative_0.01_18,0.7817635270541082,0.8690941919951851,7,0.01984386195970478,0.014716650848623614,1.3483952404538218,0.46558938795939137,0.9883445063329419,0.9801561380402952
1141,"('negative_0.01_11', 'negative_0.01_19')",negative_0.01_11,negative_0.01_19,0.7691382765531062,0.8615708696960578,7,0.021060487477757017,0.01574296368709638,1.3377714575444974,0.4619210862373377,0.9875785288479245,0.978939512522243
1142,"('negative_0.01_11', 'negative_0.01_20')",negative_0.01_11,negative_0.01_20,0.7625250501002004,0.8489771359807461,7,0.023117600690596207,0.014873345504777036,1.5542972953308503,0.5366856131859886,0.9871725103415225,0.9768823993094038
1143,"('negative_0.01_11', 'negative_0.01_21')",negative_0.01_11,negative_0.01_21,0.7877755511022044,0.8651820643996389,7,0.020475375611847535,0.013027965847285272,1.571647934287004,0.5426766409869924,0.9887051256382453,0.9795246243881525
1144,"('negative_0.01_11', 'negative_0.01_22')",negative_0.01_11,negative_0.01_22,0.7588176352705411,0.8444176948540475,7,0.023868811166196435,0.014791718805957088,1.6136604190030788,0.5571831940055474,0.9869434244470514,0.9761311888338036
1145,"('negative_0.01_11', 'negative_0.01_23')",negative_0.01_11,negative_0.01_23,0.7890781563126252,0.878724044538068,7,0.018299685730661985,0.014975513819349473,1.2219738134806057,0.42193714635877416,0.9887829142600042,0.981700314269338
1146,"('negative_0.01_11', 'negative_0.01_24')",negative_0.01_11,negative_0.01_24,0.7718436873747495,0.8669876617514294,7,0.020183604285239798,0.0161365745662434,1.2507985633743177,0.43189008690503344,0.9877436697916216,0.9798163957147602
1147,"('negative_0.01_11', 'negative_0.01_25')",negative_0.01_11,negative_0.01_25,0.7641282565130261,0.8567559434246164,7,0.021843915294595395,0.015858345083522796,1.377439775685784,0.4756182185103379,0.9872712461417273,0.9781560847054046
1148,"('negative_0.01_11', 'negative_0.01_26')",negative_0.01_11,negative_0.01_26,0.7639278557114229,0.8609690039121276,7,0.021158210417766443,0.01658010727993453,1.2761202361683386,0.44063344477561467,0.9872589149618841,0.9788417895822336
1149,"('negative_0.01_11', 'negative_0.01_27')",negative_0.01_11,negative_0.01_27,0.7503006012024048,0.8498344869094192,7,0.022976730537063283,0.017232717172381062,1.3333202365723364,0.46038411756085157,0.9864130825044067,0.9770232694629367
1150,"('negative_0.01_11', 'negative_0.01_28')",negative_0.01_11,negative_0.01_28,0.8313627254509018,0.9003912127595546,7,0.01487763634605388,0.011161498085324406,1.3329426061198366,0.4602537249830826,0.9912438419990315,0.9851223636539461
1151,"('negative_0.01_11', 'negative_0.01_29')",negative_0.01_11,negative_0.01_29,0.78436873747495,0.8489316882335239,7,0.0231250715502056,0.010976481092964785,2.106783709127625,0.7274544645866687,0.988501097848067,0.9768749284497944
1152,"('negative_0.01_11', 'negative_0.01_30')",negative_0.01_11,negative_0.01_30,0.7871743486973948,0.8648811315076738,7,0.02052405489989373,0.01308469189999728,1.5685546940465593,0.5416085714869285,0.9886691818721657,0.9794759451001063
1153,"('negative_0.01_11', 'negative_0.01_31')",negative_0.01_11,negative_0.01_31,0.7839679358717435,0.8733453670276775,7,0.01916037422793304,0.015011702544030725,1.2763625026364516,0.4407170973229003,0.9884770391161245,0.980839625772067
1154,"('negative_0.01_11', 'negative_0.01_32')",negative_0.01_11,negative_0.01_32,0.791683366733467,0.8628158844765343,7,0.020858524151958102,0.011961358348088869,1.743825704819786,0.6021281581664732,0.9889381252902557,0.9791414758480419
1155,"('negative_0.01_11', 'negative_0.01_33')",negative_0.01_11,negative_0.01_33,0.8133266533066132,0.8805655836341757,7,0.018006042773084707,0.011080065532231509,1.625084501594849,0.5611278323892528,0.9902090813359109,0.9819939572269153
1156,"('negative_0.01_11', 'negative_0.01_34')",negative_0.01_11,negative_0.01_34,0.7892785571142285,0.8775203129702076,7,0.01849191217766477,0.01474821727365283,1.253840503875673,0.43294044304227275,0.9887948708840807,0.9815080878223352
1157,"('negative_0.01_11', 'negative_0.01_35')",negative_0.01_11,negative_0.01_35,0.8048096192384769,0.8736081853746615,7,0.01911821296447791,0.011426922757828528,1.6730849914409474,0.5777019925603271,0.9897128250066424,0.9808817870355221
1158,"('negative_0.01_11', 'negative_0.01_36')",negative_0.01_11,negative_0.01_36,0.7905811623246493,0.8663857959674992,7,0.020280803475189346,0.012731556192749793,1.592955579675217,0.5500339893945817,0.9888725185383893,0.9797191965248107
1159,"('negative_0.01_11', 'negative_0.01_37')",negative_0.01_11,negative_0.01_37,0.7791583166332665,0.858862473668372,7,0.021500702464306465,0.013520083365396451,1.5902788380237178,0.549109733308638,0.988187417038463,0.9784992975356935
1160,"('negative_0.01_11', 'negative_0.01_38')",negative_0.01_11,negative_0.01_38,0.7928857715430861,0.8636773999398134,7,0.020718917348950483,0.011891251843317407,1.7423663733599257,0.6016242634471493,0.9890095971542903,0.9792810826510495
1161,"('negative_0.01_11', 'negative_0.01_39')",negative_0.01_11,negative_0.01_39,0.7733466933867735,0.8615708696960578,7,0.021060487477757017,0.014991833800741095,1.404797288822394,0.4850645347054903,0.987835176710209,0.978939512522243
1162,"('negative_0.01_11', 'negative_0.01_40')",negative_0.01_11,negative_0.01_40,0.7919839679358718,0.8904604273247065,7,0.016437212463471185,0.01633021612836405,1.006552046480346,0.34755384564568,0.9889560029433667,0.9835627875365288
1163,"('negative_0.01_11', 'negative_0.01_41')",negative_0.01_11,negative_0.01_41,0.79444778512728,0.8696960577791153,7,0.019746922371495,0.012591220281491289,1.568308863639085,0.5415236883417468,0.9891022904464196,0.980253077628505
1164,"('negative_0.01_11', 'negative_0.01_42')",negative_0.01_11,negative_0.01_42,0.7580160320641283,0.8603671381281974,7,0.021255991930044127,0.0175496815010997,1.2111896121141674,0.41821345351027306,0.9868937522286666,0.9787440080699559
1165,"('negative_0.01_11', 'negative_0.01_43')",negative_0.01_11,negative_0.01_43,0.7579158316633267,0.8396510228640193,7,0.024657891406580812,0.014165934206311515,1.7406470372843248,0.601030591349296,0.9868875396841847,0.9753421085934192
1166,"('negative_0.01_11', 'negative_0.01_44')",negative_0.01_11,negative_0.01_44,0.7797595190380762,0.8669876617514294,7,0.020183604285239798,0.014730847741593944,1.370159045785904,0.47310424450903416,0.9882237127655592,0.9798163957147602
1167,"('negative_0.01_11', 'negative_0.01_45')",negative_0.01_11,negative_0.01_45,0.7727454909819639,0.8567559434246164,7,0.021843915294595395,0.0143154954217245,1.5258930725824642,0.5268778770800437,0.9877985942850568,0.9781560847054046
1168,"('negative_0.01_11', 'negative_0.01_46')",negative_0.01_11,negative_0.01_46,0.7741482965931864,0.8615708696960578,7,0.021060487477757017,0.014849158831166664,1.4182949833867688,0.48972517363579016,0.9878839111674602,0.978939512522243
1169,"('negative_0.01_11', 'negative_0.01_47')",negative_0.01_11,negative_0.01_47,0.77374749498998,0.8595066185318893,7,0.0213958972604964,0.014585070696276459,1.4669724752145858,0.5065330968229735,0.9878595499494239,0.9786041027395036
1170,"('negative_0.01_11', 'negative_0.01_48')",negative_0.01_11,negative_0.01_48,0.7585170340681363,0.8549503460728257,7,0.022138673902415307,0.016576269458799753,1.3355643112246025,0.4611589774183605,0.986924803224106,0.9778613260975847
1171,"('negative_0.01_11', 'negative_0.01_49')",negative_0.01_11,negative_0.01_49,0.7845691382765531,0.855853144748721,7,0.02199122797132047,0.012075074190024515,1.821208518079989,0.6288477842697721,0.9885131228237762,0.9780087720286795
1172,"('negative_0.01_11', 'negative_0.01_50')",negative_0.01_11,negative_0.01_50,0.7676352705410822,0.8616125150421179,7,0.021053727826505275,0.01601883788646108,1.3143105620851323,0.45382023892625645,0.9874865446779044,0.9789462721734947
1173,"('negative_0.01_11', 'negative_0.01_51')",negative_0.01_11,negative_0.01_51,0.8018036072144289,0.8808305747818237,7,0.017963831890842497,0.013099415477969,1.3713460666282873,0.47351411269227855,0.9895364808442174,0.9820361681091575
1174,"('negative_0.01_11', 'negative_0.01_52')",negative_0.01_11,negative_0.01_52,0.7797595190380762,0.8678904604273248,7,0.020037913888378167,0.014876538138455575,1.3469473678543888,0.46508944988694145,0.9882237127655592,0.9799620861116218
1175,"('negative_0.01_11', 'negative_0.01_53')",negative_0.01_11,negative_0.01_53,0.788877755511022,0.8618718025880229,7,0.02101164794860766,0.012298629335235733,1.7084544444647187,0.5899147633353513,0.9887709547435751,0.9789883520513923
1176,"('negative_0.01_11', 'negative_0.01_54')",negative_0.01_11,negative_0.01_54,0.7959919839679359,0.8612699368040927,7,0.02110934163097966,0.010960327197378716,1.9259773226503853,0.6650235598389223,0.9891937561163827,0.9788906583690203
1177,"('negative_0.01_11', 'negative_0.01_55')",negative_0.01_11,negative_0.01_55,0.7754509018036072,0.8739091182666265,7,0.019069950722963802,0.016608118610476175,1.1482306437126923,0.39647425814294757,0.9879630022515081,0.9809300492770362
1178,"('negative_0.01_11', 'negative_0.01_56')",negative_0.01_11,negative_0.01_56,0.7576152304609218,0.8438158290701173,7,0.023968233780714887,0.014910060722035712,1.607520869803838,0.5550632599771099,0.9868688973563182,0.9760317662192851
1179,"('negative_0.01_11', 'negative_0.01_57')",negative_0.01_11,negative_0.01_57,0.7837675350701403,0.8618718025880229,7,0.02101164794860766,0.01319570247765578,1.5923099193988788,0.5498110484023034,0.9884650053569698,0.9789883520513923
1180,"('negative_0.01_11', 'negative_0.01_58')",negative_0.01_11,negative_0.01_58,0.7812625250501002,0.8678904604273248,7,0.020037913888378167,0.014611010751630515,1.3714255795850425,0.4735415678387815,0.9883143356121464,0.9799620861116218
1181,"('negative_0.01_11', 'negative_0.01_59')",negative_0.01_11,negative_0.01_59,0.7900801603206413,0.8802287089978935,7,0.01805971981795873,0.015040205518009886,1.2007628350778272,0.4146131762376354,0.9888426684855164,0.9819402801820413
1182,"('negative_0.01_11', 'negative_0.01_60')",negative_0.01_11,negative_0.01_60,0.7723446893787576,0.8594643394523022,7,0.02140277418801184,0.01482806916822954,1.4433958963361995,0.4983923050129478,0.9877741909396249,0.9785972258119882
1183,"('negative_0.01_11', 'negative_0.01_61')",negative_0.01_11,negative_0.01_61,0.7714428857715431,0.8646209386281588,7,0.020566155736014058,0.01582552730529785,1.299555796104766,0.44872554394648867,0.9877192392853376,0.9794338442639859
1184,"('negative_0.01_11', 'negative_0.01_62')",negative_0.01_11,negative_0.01_62,0.781519342553618,0.8820697954271961,7,0.017766578719540016,0.01683701926276615,1.0552092649100615,0.364354768601232,0.9883298036581346,0.98223342128046
1185,"('negative_0.01_11', 'negative_0.01_63')",negative_0.01_11,negative_0.01_63,0.7803607214428858,0.8642792657237436,7,0.020621457046258618,0.01418673142686755,1.4535735135723131,0.5019065495294535,0.9882599818506538,0.9793785429537414
1186,"('negative_0.01_11', 'negative_0.01_64')",negative_0.01_11,negative_0.01_64,0.7493987975951903,0.8251579897682817,7,0.027080898898351524,0.013293432965980734,2.037163685833023,0.703415263718129,0.9863565933736587,0.9729191011016485
1187,"('negative_0.01_11', 'negative_0.01_65')",negative_0.01_11,negative_0.01_65,0.7963927855711422,0.8745109840505567,7,0.0189734689596871,0.013026589631260577,1.456518513038554,0.5029234327532227,0.989217468691341,0.9810265310403129
1188,"('negative_0.01_11', 'negative_0.01_66')",negative_0.01_11,negative_0.01_66,0.7735470941883767,0.8643200962695547,7,0.02061484745134823,0.015401793205148007,1.3384706038292848,0.462162495492623,0.9878473648332238,0.9793851525486518
1189,"('negative_0.01_11', 'negative_0.01_67')",negative_0.01_11,negative_0.01_67,0.7900801603206413,0.8790613718411552,7,0.01824585770702991,0.014854067628938705,1.228340826420052,0.42413562167867264,0.9888426684855164,0.9817541422929701
1190,"('negative_0.01_11', 'negative_0.01_68')",negative_0.01_11,negative_0.01_68,0.8055110220440882,0.8823352392416491,7,0.017724357543966618,0.012700124174066074,1.3956050587410898,0.4818905359778651,0.9897538817098472,0.9822756424560334
1191,"('negative_0.01_11', 'negative_0.01_69')",negative_0.01_11,negative_0.01_69,0.8069138276553106,0.8814324405657539,7,0.01786800010694256,0.012315443510918178,1.4508612776390715,0.5009700375704417,0.9898358930725574,0.9821319998930574
1192,"('negative_0.01_11', 'negative_0.01_70')",negative_0.01_11,negative_0.01_70,0.7575150300601202,0.8615708696960578,7,0.021060487477757017,0.017835967438168288,1.180787504281286,0.40771586470699117,0.986862681681549,0.978939512522243
1193,"('negative_0.01_11', 'negative_0.01_71')",negative_0.01_11,negative_0.01_71,0.7564128256513026,0.862172735479988,7,0.020962823034050282,0.018133532440150812,1.156025341628139,0.3991657009209269,0.9867942575314572,0.9790371769659497
1194,"('negative_0.01_11', 'negative_0.01_72')",negative_0.01_11,negative_0.01_72,0.7732464929859719,0.8576587421005116,7,0.021696735611585916,0.014373428949959188,1.5095031037564297,0.5212185604898882,0.9878290815206707,0.9783032643884141
1195,"('negative_0.01_11', 'negative_0.01_73')",negative_0.01_11,negative_0.01_73,0.7872745490981964,0.8715016551309058,7,0.019456448224356326,0.014134726227967187,1.3764998281933114,0.4752936626497084,0.988675174315059,0.9805435517756437
1196,"('negative_0.01_11', 'negative_0.01_74')",negative_0.01_11,negative_0.01_74,0.7520040080160321,0.8480288895576287,7,0.02327354784244262,0.01662491493857554,1.399919814834057,0.4833803844942708,0.9865196079943317,0.9767264521575574
1197,"('negative_0.01_11', 'negative_0.01_75')",negative_0.01_11,negative_0.01_75,0.7891783567134268,0.878724044538068,7,0.018299685730661985,0.014957977815835188,1.2234063959694548,0.422431804886314,0.9887888929334969,0.981700314269338
1198,"('negative_0.01_11', 'negative_0.01_76')",negative_0.01_11,negative_0.01_76,0.7769539078156312,0.86879325910322,7,0.019892353333950896,0.01551892575661773,1.2818125201396886,0.44259894193164134,0.988054104118821,0.9801076466660491
1199,"('negative_0.01_11', 'negative_0.01_77')",negative_0.01_11,negative_0.01_77,0.7975951903807615,0.865783930183569,7,0.020378060559136935,0.011413347337468016,1.7854587227218905,0.6165036845272895,0.9892885382836898,0.9796219394408631
1200,"('negative_0.01_11', 'negative_0.01_78')",negative_0.01_11,negative_0.01_78,0.7627254509018037,0.8477279566656636,7,0.02332307004810108,0.014631761984826519,1.5940028324878202,0.5503955968679917,0.9871848631228027,0.9766769299518989
1201,"('negative_0.01_11', 'negative_0.01_79')",negative_0.01_11,negative_0.01_79,0.7610220440881763,0.8534456816130003,7,0.02238471395217212,0.015877348079595843,1.4098521894181413,0.486809948812542,0.9870797658065878,0.9776152860478279
1202,"('negative_0.01_11', 'negative_0.01_80')",negative_0.01_11,negative_0.01_80,0.7962925851703406,0.8751128498344869,7,0.01887704409543023,0.013140414239242393,1.43656385192607,0.4960332582883739,0.9892115416133054,0.9811229559045698
1203,"('negative_0.01_11', 'negative_0.01_81')",negative_0.01_11,negative_0.01_81,0.7860721442885772,0.8531889290012034,7,0.022426734811543447,0.011375434457620348,1.9715057824907853,0.680744149111168,0.9886032170111524,0.9775732651884566
1204,"('negative_0.01_11', 'negative_0.01_82')",negative_0.01_11,negative_0.01_82,0.7770541082164328,0.8531447487210352,7,0.02243396657426766,0.012959542233472177,1.7310770835967295,0.5977261678786914,0.9880601716073714,0.9775660334257323
1205,"('negative_0.01_11', 'negative_0.01_83')",negative_0.01_11,negative_0.01_83,0.7642284569138277,0.8546494131808606,7,0.022187852203360392,0.015496382554434085,1.431808496300424,0.4943912745073213,0.9872774105767005,0.9778121477966396
1206,"('negative_0.01_11', 'negative_0.01_84')",negative_0.01_11,negative_0.01_84,0.7658316633266533,0.8660848630755341,7,0.020329424775744065,0.017066675210927418,1.1911766366027507,0.411303143580322,0.9873759369904509,0.9796705752242559
1207,"('negative_0.01_11', 'negative_0.01_85')",negative_0.01_11,negative_0.01_85,0.7964929859719438,0.8751128498344869,7,0.01887704409543023,0.013105616628146355,1.4403781699892575,0.4973503098169185,0.9892233950591982,0.9811229559045698
1208,"('negative_0.01_11', 'negative_0.01_86')",negative_0.01_11,negative_0.01_86,0.7876753507014028,0.8645801986157087,7,0.02057274870823489,0.012948155518425652,1.5888555461786962,0.5486182827612538,0.9886991368251776,0.9794272512917651
1209,"('negative_0.01_11', 'negative_0.01_87')",negative_0.01_11,negative_0.01_87,0.7944889779559118,0.8793259103219982,7,0.018203657133201268,0.014127317945732965,1.288543034362692,0.44492293114765596,0.9891047325689283,0.9817963428667987
1210,"('negative_0.01_11', 'negative_0.01_88')",negative_0.01_11,negative_0.01_88,0.7734468937875751,0.8516400842612097,7,0.02268045328179591,0.013354026695178156,1.698398078684785,0.5864423859135804,0.9878412711476633,0.9773195467182041
1211,"('negative_0.01_11', 'negative_0.01_89')",negative_0.01_11,negative_0.01_89,0.7834669338677355,0.8766175142943123,7,0.018636230391561148,0.015624045013851728,1.1927916474279818,0.41186079305809237,0.9884469492226454,0.9813637696084389
1212,"('negative_0.01_11', 'negative_0.01_90')",negative_0.01_11,negative_0.01_90,0.7828657314629258,0.8573578092085465,7,0.0217457807449003,0.01262039685600369,1.7230663182002508,0.5949601188404453,0.9884108171517426,0.9782542192550997
1213,"('negative_0.01_11', 'negative_0.01_91')",negative_0.01_11,negative_0.01_91,0.7910821643286573,0.8865482997291604,7,0.017055686704898987,0.01586915484628615,1.0747696944232996,0.37110881825378506,0.9889023505810929,0.982944313295101
1214,"('negative_0.01_11', 'negative_0.01_92')",negative_0.01_11,negative_0.01_92,0.7790581162324649,0.8612699368040927,7,0.02110934163097966,0.013929173336048484,1.515476986444631,0.5232812912835721,0.9881813651576012,0.9788906583690203
1215,"('negative_0.01_11', 'negative_0.01_93')",negative_0.01_11,negative_0.01_93,0.7837675350701403,0.8739091182666265,7,0.019069950722963802,0.015137399703299637,1.259790393115335,0.4349948891026044,0.9884650053569698,0.9809300492770362
1216,"('negative_0.01_11', 'negative_0.01_94')",negative_0.01_11,negative_0.01_94,0.7807615230460921,0.8636773999398134,7,0.020718917348950483,0.014018467732721529,1.4779730384219485,0.5103314975717042,0.9882841464593908,0.9792810826510495
1217,"('negative_0.01_11', 'negative_0.01_95')",negative_0.01_11,negative_0.01_95,0.7842685370741483,0.864921780986763,7,0.020517478540350687,0.013601702238688285,1.5084493234965377,0.5208546991445444,0.9884950842629205,0.9794825214596493
1218,"('negative_0.01_11', 'negative_0.01_96')",negative_0.01_11,negative_0.01_96,0.7698396793587174,0.8612699368040927,7,0.02110934163097966,0.015568676975706186,1.3558853885862805,0.46817567229212376,0.9876213962234377,0.9788906583690203
1219,"('negative_0.01_11', 'negative_0.01_97')",negative_0.01_11,negative_0.01_97,0.7914829659318637,0.8675895275353596,7,0.020086462914671643,0.012768398342452247,1.5731388053494826,0.5431914260623774,0.9889262032628954,0.9799135370853284
1220,"('negative_0.01_11', 'negative_0.01_98')",negative_0.01_11,negative_0.01_98,0.7876753507014028,0.8681913933192899,7,0.019989379289015785,0.013531524937644757,1.4772451280347014,0.5100801563169148,0.9886991368251776,0.9800106207109842
1221,"('negative_0.01_11', 'negative_0.01_99')",negative_0.01_11,negative_0.01_99,0.7992985971943888,0.8733453670276775,7,0.01916037422793304,0.012335906233587046,1.553219833640189,0.5363135748443701,0.9893890457331336,0.980839625772067
1222,"('negative_0.01_12', 'negative_0.01_13')",negative_0.01_12,negative_0.01_13,0.7695390781563126,0.8546494131808606,7,0.022187852203360392,0.014543911214382477,1.52557670878923,0.5267686393577162,0.98760302904766,0.9778121477966396
1223,"('negative_0.01_12', 'negative_0.01_14')",negative_0.01_12,negative_0.01_14,0.7743486973947896,0.8739091182666265,7,0.019069950722963802,0.016804046630222724,1.134842763924837,0.39185153731933836,0.9878960872723332,0.9809300492770362
1224,"('negative_0.01_12', 'negative_0.01_15')",negative_0.01_12,negative_0.01_15,0.7595190380761523,0.8447186277460126,7,0.02381912263481689,0.01471451457901829,1.6187501467959424,0.5589406336470294,0.9869868466607209,0.9761808773651831
1225,"('negative_0.01_12', 'negative_0.01_16')",negative_0.01_12,negative_0.01_16,0.7991983967935872,0.8712007222389407,7,0.019504824738309834,0.012008801230065647,1.6242108071101125,0.560826153127707,0.9893831391796939,0.9804951752616902
1226,"('negative_0.01_12', 'negative_0.01_17')",negative_0.01_12,negative_0.01_17,0.7822645290581163,0.8633764670478483,7,0.02076766933244023,0.013704480196353508,1.5153927062455166,0.5232521900489003,0.9883746586448321,0.9792323306675598
1227,"('negative_0.01_12', 'negative_0.01_18')",negative_0.01_12,negative_0.01_18,0.780060120240481,0.865783930183569,7,0.020378060559136935,0.014483250915982793,1.4070087356319296,0.4858281284468995,0.9882418506358509,0.9796219394408631
1228,"('negative_0.01_12', 'negative_0.01_19')",negative_0.01_12,negative_0.01_19,0.7841683366733467,0.8690941919951851,7,0.01984386195970478,0.014292948885783807,1.3883672374594493,0.4793913779568502,0.988489069946003,0.9801561380402952
1229,"('negative_0.01_12', 'negative_0.01_20')",negative_0.01_12,negative_0.01_20,0.7805611222444889,0.8561540776406861,7,0.0219421089525923,0.012830673929516756,1.7101291072571672,0.5904930101291563,0.9882720656321669,0.9780578910474077
1230,"('negative_0.01_12', 'negative_0.01_21')",negative_0.01_12,negative_0.01_21,0.787875751503006,0.8702979235630455,7,0.019650040268715085,0.013835740337540425,1.4202377169076206,0.49039598296810216,0.9887111137258886,0.9803499597312849
1231,"('negative_0.01_12', 'negative_0.01_22')",negative_0.01_12,negative_0.01_22,0.7613226452905811,0.8383990370147457,7,0.024865783144485287,0.013342019026248209,1.8637196585888527,0.6435265188849402,0.9870983286609105,0.9751342168555147
1232,"('negative_0.01_12', 'negative_0.01_23')",negative_0.01_12,negative_0.01_23,0.7982965931863727,0.8829371050255793,7,0.017628665807021382,0.014041153661456418,1.2554998137662179,0.43351338860986,0.9893299484386433,0.9823713341929786
1233,"('negative_0.01_12', 'negative_0.01_24')",negative_0.01_12,negative_0.01_24,0.7748496993987976,0.8651820643996389,7,0.020475375611847535,0.015309533937050368,1.337426449168083,0.461801957784495,0.9879265144095911,0.9795246243881525
1234,"('negative_0.01_12', 'negative_0.01_25')",negative_0.01_12,negative_0.01_25,0.7673346693386773,0.8582606078844418,7,0.02159868957994715,0.015527753232855823,1.3909732629087368,0.4802912163406849,0.9874681272625833,0.9784013104200528
1235,"('negative_0.01_12', 'negative_0.01_26')",negative_0.01_12,negative_0.01_26,0.7804609218436874,0.8642792657237436,7,0.020621457046258618,0.014169027657304323,1.4553897095139046,0.5025336665137697,0.988266024110789,0.9793785429537414
